ShowDate	Venue	City	State	Set1	Set2	Set3	Comment	LastUpdate	UpdateID
06/30/82	Auditorium Theater	Rochester	NY	Gomorrah, I've Been All Around This World, Bird Song, Jack-A-Roe, Oh Babe It Ain't No Lie, Ripple, E: Rubin And Cherise			Late show. Garcia & Kahn. Jerry Garcia, John Kahn, Essra Mohawk, Melvin Seals, Daoud Shaw, Liz Stires, Jimmy Warren.	1/30/96 0:00:00	609
07/01/82	Auditorium Theatre	Chicago	IL	I've Been All Around This World, Run For The Roses, It Takes A Lot To Laugh It Takes A Train To Cry, Bird Song, Gomorrah, Jack-A-Roe, Oh Babe It Ain't No Lie, Ripple, Rubin And Cherise, Deep Elem Blues, Friend Of The Devil, Little Sadie, Dire Wolf, Simple Twist Of Fate			Garcia & Kahn. Jerry Garcia, John Kahn, Essra Mohawk, Melvin Seals, Daoud Shaw, Liz Stires, Jimmy Warren.	1/30/96 0:00:00	610
07/02/82	Macky Aud., U. of Colorado	Boulder	CO				Early show. Garcia & Kahn. Jerry Garcia, John Kahn, Essra Mohawk, Melvin Seals, Daoud Shaw, Liz Stires, Jimmy Warren.	1/30/96 0:00:00	611
07/02/82	Macky Aud., U. of Colorado	Boulder	CO				Late show. Garcia & Kahn. Jerry Garcia, John Kahn, Essra Mohawk, Melvin Seals, Daoud Shaw, Liz Stires, Jimmy Warren.	1/30/96 0:00:00	612
08/23/82	Kabuki Theater	San Francisco	CA	Deep Elem Blues, Friend Of The Devil, Little Sadie, I've Been All Around This World, Valerie, Simple Twist Of Fate, Run For The Roses			Early show. Garcia & Kahn. Jerry Garcia, John Kahn, Essra Mohawk, Melvin Seals, Daoud Shaw, Liz Stires, Jimmy Warren.	1/30/96 0:00:00	613
08/23/82	Kabuki Theater	San Francisco	CA	It Takes A Lot To Laugh It Takes A Train To Cry, Dire Wolf, To Lay Me Down, Bird Song, Going Going Gone, Jack-A-Roe, Gomorrah, Run For The Roses, Oh Babe It Ain't No Lie-> Ripple, E: Rubin And Cherise			Late show. Garcia & Kahn. Jerry Garcia, John Kahn, Essra Mohawk, Melvin Seals, Daoud Shaw, Liz Stires, Jimmy Warren.	1/30/96 0:00:00	614
09/06/82	The Stone	San Francisco	CA	Deep Elem Blues, Friend Of The Devil, Simple Twist Of Fate, I've Been All Around This World, Valerie, Run For The Roses	It Takes A Lot To Laugh It Takes A Train To Cry, Jack-A-Roe, Bird Song, Gomorrah, Little Sadie, Oh Babe It Ain't No Lie, Ripple, E: Rubin And Cherise		Garcia & Kahn. Jerry Garcia, John Kahn, Essra Mohawk, Melvin Seals, Daoud Shaw, Liz Stires, Jimmy Warren.	1/30/96 0:00:00	615
09/07/82	The Stone	San Francisco	CA	Deep Elem Blues, I've Been All Around This World, Valerie, Dire Wolf, Friend Of The Devil, Simple Twist Of Fate, Run For The Roses	It Takes A Lot To Laugh It Takes A Train To Cry, Little Sadie, Bird Song, Jack-A-Roe, Gomorrah, Oh Babe It Ain't No Lie-> Ripple, Deep Elem Blues, Friend Of The Devil, Simple Twist Of Fate, I've Been All Around This World, E: Rubin And Cherise		Garcia & Kahn. Last show with the following lineup: Jerry Garcia, John Kahn, Essra Mohawk, Melvin Seals, Daoud Shaw, Liz Stires, Jimmy Warren.	1/30/96 0:00:00	616
10/13/82	The Catalyst	Santa Cruz	CA	How Sweet It Is To Be Loved By You, Love In The Afternoon, Valerie, Let It Rock, Simple Twist Of Fate, Deal	Sugaree, I'll Take A Melody, Dear Prudence, Tore Up Over You, Tough Mama-> Run For The Roses		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals	1/31/96 0:00:00	617
10/21/82	The Stone	San Francisco	CA	How Sweet It Is To Be Loved By You, Catfish John, Valerie, Second That Emotion, Sitting Here In Limbo, Deal	They Love Each Other, Let It Rock-> After Midnight, Russian Lullaby, Tore Up Over You-> Tangled Up In Blue		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals	1/31/96 0:00:00	618
10/22/82	Keystone Palo Alto	Palo Alto	CA	Sugaree, I'll Take A Melody, That's What Love Will Make You Do, Simple Twist Of Fate-> Deal	They Love Each Other, Valerie, Love In The Afternoon, Tough Mama, Dear Prudence, Run For The Roses		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals	1/31/96 0:00:00	619
10/23/82	Keystone Palo Alto	Palo Alto	CA	How Sweet It Is To Be Loved By You, Catfish John, It's No Use, Second That Emotion, Run For The Roses	Roadrunner, The Harder They Come, Valerie, Dear Prudence, Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals	1/31/96 0:00:00	620
10/24/82	River Theater	Guerneville	CA	Roadrunner, They Love Each Other, Sitting Here In Limbo, Let It Rock-> How Sweet It Is To Be Loved By You	Sugaree, Love Another Man, Run For The Roses-> Valerie-> Deal		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals	1/31/96 0:00:00	621
10/28/82	Rissmiller's	Reseda	CA				Early show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	622
10/28/82	Rissmiller's	Reseda	CA	Sugaree, Second That Emotion, Love In The Afternoon, Valerie, Don't Let Go, The Night They Drove Old Dixie Down, Dear Prudence, Run For The Roses, Deal			Late show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	623
10/30/82	Mesa Ampitheater	Mesa	AZ	How Sweet It Is To Be Loved By You, They Love Each Other, Valerie, That's What Love Will Make You Do, Run For The Roses, The Night They Drove Old Dixie Down, Dear Prudence, Deal, E: Midnight Moonlight			Not sure if Early or Late show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	624
10/30/82	Mesa Ampitheater	Mesa	AZ				Not sure if Early or Late show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	625
11/01/82	Opry House	Austin	TX	How Sweet It Is To Be Loved By You, They Love Each Other, Love In The Afternoon, Let It Rock, Second That Emotion, Knockin' On Heaven's Door, Run For The Roses, Midnight Moonlight	Sugaree, The Harder They Come, Valerie, The Night They Drove Old Dixie Down, Dear Prudence, Deal		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	626
11/02/82	Cardee's	Houston	TX	How Sweet It Is To Be Loved By You, They Love Each Other, Tangled Up In Blue, Valerie, That's What Love Will Make You Do, Deal	Mission In The Rain, The Harder They Come, The Night They Drove Old Dixie Down		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	627
11/03/82	Riverboat President	New Orleans	LA	How Sweet It Is To Be Loved By You, They Love Each Other, Love In The Afternoon, Let It Rock, Second That Emotion, Tangled Up In Blue	Sugaree, The Harder They Come, Don't Let Go, The Night They Drove Old Dixie Down, Run For The Roses, E: Deal		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	628
11/05/82	Chrysler Auditorium	Norfolk	VA	How Sweet It Is To Be Loved By You, I'll Take A Melody, Valerie, Second That Emotion, Deal	Sugaree, The Harder They Come, Russian Lullaby, Run For The Roses, The Night They Drove Old Dixie Down, Dear Prudence, Tangled Up In Blue		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	629
11/06/82	Cole Field House, U of Maryland	College Park	MD	How Sweet It Is To Be Loved By You, They Love Each Other, Love In The Afternoon, Valerie, Run For The Roses-> Deal	Mission In The Rain, The Harder They Come, Simple Twist Of Fate, Tore Up Over You, The Night They Drove Old Dixie Down-> Tangled Up In Blue, E: Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	630
11/07/82	Tower Theatre	Upper Darby	PA	How Sweet It Is To Be Loved By You, They Love Each Other, Second That Emotion, Valerie, Mystery Train, Love In The Afternoon, Dear Prudence, Deal, E: Run For The Roses			Early show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	631
11/07/82	Tower Theatre	Upper Darby	PA	How Sweet It Is To Be Loved By You, Catfish John, Mission In The Rain, Simple Twist Of Fate, Let It Rock, Run For The Roses, The Night They Drove Old Dixie Down, Tangled Up In Blue, E: Midnight Moonlight			Late show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	632
11/09/82	E.M. Loew's	Worchester	MA	How Sweet It Is To Be Loved By You, Catfish John, Second That Emotion, Love In The Afternoon, Let It Rock, Run For The Roses, Dear Prudence-> Tangled Up In Blue			Early show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	633
11/09/82	E.M. Loew's	Worchester	MA	Mission In The Rain, They Love Each Other, Tore Up Over You, Valerie, Mystery Train, Don't Let Go, The Night They Drove Old Dixie Down-> Run For The Roses-> Deal			Late show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	634
11/10/82	Livingston College	Piscataway	NJ	How Sweet It Is To Be Loved By You, They Love Each Other, That's What Love Will Make You Do, Knockin' On Heaven's Door, Valerie, Run For The Roses	The Harder They Come, Mission In The Rain, Love In The Afternoon, Let It Rock, The Night They Drove Old Dixie Down, Tangled Up In Blue, Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	635
11/11/82	Madison Square Garden, Felt Forum	NYC	NY	How Sweet It Is To Be Loved By You, Catfish John, Valerie, Simple Twist Of Fate, That's What Love Will Make You Do, Run For The Roses, Sugaree, Tangled Up In Blue, E: Deal			Early show. Dr. John solo opened.  Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	636
11/11/82	Madison Square Garden, Felt Forum	NYC	NY	Mission In The Rain, They Love Each Other, The Harder They Come, Valerie, Mystery Train, Don't Let Go, Knockin' On Heaven's Door, Run For The Roses, Deal, E: Midnight Moonlight			Late show. Dr. John solo opened.  Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	637
11/13/82	Bushnell Aud., Bushnell U.	Hartford	CT	How Sweet It Is To Be Loved By You, They Love Each Other, Valerie, Let It Rock, Second That Emotion, Dear Prudence-> Run For The Roses, Mission In The Rain, The Harder They Come, Mystery Train, The Night They Drove Old Dixie Down, Tangled Up In Blue-> Midnight Moonlight			Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	638
11/14/82	Shapiro Gym, Brandeis U.	Waltham	MA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Simple Twist Of Fate, Deal	The Harder They Come, They Love Each Other, Valerie, Run For The Roses, The Night They Drove Old Dixie Down, Tangled Up In Blue, E: Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	639
11/15/82	Wilken's Theater, King's College	Union	NJ	Sugaree, They Love Each Other, Second That Emotion, Valerie, Roadrunner, Run For The Roses, How Sweet It Is To Be Loved By You, E: Deal			Early show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	640
11/15/82	Wilken's Theater, King's College	Union	NJ	Mission In The Rain, The Harder They Come, It's No Use, Mystery Train, Run For The Roses, Dear Prudence-> Tangled Up In Blue, E: Midnight Moonlight			Late show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	1/31/96 0:00:00	641
01/08/83	The Stone	San Francisco	CA	How Sweet It Is To Be Loved By You, I'll Take A Melody, Love In The Afternoon, Run For The Roses, Rhapsody In Red	Cats Under The Stars, Mission In The Rain, Gomorrah, Tore Up Over You		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	642
01/13/83	Keystone	Berkeley	CA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Simple Twist Of Fate, Run For The Roses	The Harder They Come, They Love Each Other, Tangled Up In Blue, Dear Prudence-> Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	643
01/14/83	The Stone	San Francisco	CA	Sugaree, They Love Each Other, Second That Emotion, Valerie, Run For The Roses	Mission In The Rain, The Harder They Come, Don't Let Go, The Night They Drove Old Dixie Down-> Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	644
01/15/83	The Stone	San Francisco	CA	How Sweet It Is To Be Loved By You, Catfish John, Let It Rock, Love In The Afternoon, Deal	Run For The Roses, They Love Each Other, Second That Emotion, Dear Prudence-> Tangled Up In Blue		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	645
01/18/83	The Catalyst	Santa Cruz	CA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Valerie, Run For The Roses-> Deal	Mission In The Rain, They Love Each Other, The Harder They Come, The Night They Drove Old Dixie Down-> Tangled Up In Blue		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	646
01/21/83	Keystone Palo Alto	Palo Alto	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Second That Emotion, Valerie-> Run For The Roses	The Harder They Come, Don't Let Go, The Night They Drove Old Dixie Down-> Dear Prudence-> Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	647
01/22/83	Phoenix Theater	Petaluma	CA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Run For The Roses-> Deal	Mission In The Rain, The Harder They Come*, Simple Twist Of Fate, Dear Prudence-> Midnight Moonlight		*=w/Mickey Hart. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	648
01/23/83	Keystone	Berkeley	CA	Sugaree, Second That Emotion, Let It Rock, Love In The Afternoon, Run For The Roses	Roadrunner, Knockin' On Heaven's Door, Mystery Train, Dear Prudence-> Tangled Up In Blue		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	649
01/24/83	Keystone	Berkeley	CA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Russian Lullaby, Run For The Roses	Mission In The Rain, The Harder They Come, Tore Up Over You, Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	650
01/25/83	The Stone	San Francisco	CA	Tangled Up In Blue, Catfish John, Valerie, Second That Emotion, Deal	Sugaree, Run For The Roses, The Night They Drove Old Dixie Down-> Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	651
02/26/83	Keystone Palo Alto	Palo Alto	CA	How Sweet It Is To Be Loved By You, Catfish John, Valerie, Run For The Roses-> Deal	Sugaree, They Love Each Other, Let It Rock, Dear Prudence-> Tangled Up In Blue		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	652
02/27/83	Keystone Palo Alto	Palo Alto	CA	Run For The Roses, Love In The Afternoon, Second That Emotion, Simple Twist Of Fate-> Deal	Mission In The Rain, The Harder They Come, The Night They Drove Old Dixie Down-> Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	653
02/28/83	Keystone	Berkeley	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Valerie-> Run For The Roses-> Deal	Knockin' On Heaven's Door-> Don't Let Go, Dear Prudence-> Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	654
03/05/83	Civic Auditorium	Santa Cruz	CA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Valerie, Run For The Roses	Mission In The Rain, The Harder They Come, The Night They Drove Old Dixie Down-> Dear Prudence-> Tangled Up In Blue		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	655
03/06/83	The Stone	San Francisco	CA	Run For The Roses, They Love Each Other, Love In The Afternoon, Second That Emotion, Deal	Knockin' On Heaven's Door, Mystery Train, Russian Lullaby, The Harder They Come-> Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	656
03/07/83	The Stone	San Francisco	CA	How Sweet It Is To Be Loved By You, Catfish John, After Midnight, Run For The Roses	Mission In The Rain, Tore Up Over You, Simple Twist Of Fate, Dear Prudence-> Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	657
03/11/83	Arlington Theater	Santa Barbara	CA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Love Another Man, Simple Twist Of Fate, Run For The Roses, E: Deal			Early show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	658
03/11/83	Arlington Theater	Santa Barbara	CA	How Sweet It Is To Be Loved By You, They Love Each Other, The Harder They Come, Valerie, Don't Let Go, Dear Prudence-> Tangled Up In Blue			Late show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	659
03/12/83	Beverly Theater	Beverly Hills	CA	How Sweet It Is To Be Loved By You, Catfish John, That's What Love Will Make You Do, Run For The Roses, Deal, Second That Emotion, Valerie, Don't Let Go, Tangled Up In Blue			Early show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	660
03/12/83	Beverly Theater	Beverly Hills	CA	The Harder They Come, Mission In The Rain, Valerie, Catfish John	Sugaree, The Night They Drove Old Dixie Down, Dear Prudence, Tangled Up In Blue, E: Midnight Moonlight		Late show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	661
05/06/83	The Stone	San Francisco	CA	How Sweet It Is To Be Loved By You, I'll Take A Melody, That's What Love Will Make You Do, Mississippi Moon, Run For The Roses	Mission In The Rain, The Harder They Come, Knockin' On Heaven's Door, Dear Prudence-> Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	662
05/07/83	The Stone	San Francisco	CA	How Sweet It Is To Be Loved By You, I'll Take A Melody, That's What Love Will Make You Do, Mississippi Moon, Run For The Roses	Mission In The Rain, The Harder They Come, Knockin' On Heaven's Door, Dear Prudence-> Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	663
05/20/83	Rainbow Theater	Denver	CO	How Sweet It Is To Be Loved By You, Catfish John, Valerie, Let It Rock, Love In The Afternoon, Run For The Roses, E: Deal			Early show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	664
05/20/83	Rainbow Theater	Denver	CO	I'll Take A Melody, The Harder They Come, They Love Each Other, Mississippi Moon, Tangled Up In Blue, Mission In The Rain, Run For The Roses, Dear Prudence, E: Midnight Moonlight			Late show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	665
05/21/83	Rainbow Theater	Denver	CO	Sugaree, Second That Emotion, Simple Twist Of Fate, That's What Love Will Make You Do, Gomorrah, Run For The Roses	I'll Take A Melody, Tore Up Over You, The Night They Drove Old Dixie Down, Tangled Up In Blue		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	666
05/23/83	The Stage	St. Louis	MO	How Sweet It Is To Be Loved By You, Catfish John, They Love Each Other, Let It Rock, Gomorrah, Run For The Roses, Mission In The Rain, I'll Take A Melody, The Harder They Come, Dear Prudence, Midnight Moonlight			Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	667
05/25/83	Shea's Auditorium	Buffalo	NY	How Sweet It Is To Be Loved By You, They Love Each Other, That's What Love Will Make You Do, Mississippi Moon-> Run For The Roses	The Harder They Come-> Dear Prudence, Russian Lullaby-> Tangled Up In Blue		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	668
05/26/83	Archway Arena	Rochester	NY	How Sweet It Is To Be Loved By You, I'll Take A Melody, Second That Emotion, Gomorrah, Run For The Roses, Rhapsody In Red, Love In The Afternoon, The Night They Drove Old Dixie Down-> Deal-> Midnight Moonlight			Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	669
05/28/83	Cape Cod Coliseum	South Yarmouth	MA	How Sweet It Is To Be Loved By You, They Love Each Other, Knockin' On Heaven's Door, Second That Emotion, Gomorrah, Run For The Roses	Rhapsody In Red, The Harder They Come, Don't Let Go, Dear Prudence, Tangled Up In Blue, E: Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	670
05/29/83	Hartford Agora	Hartford	CT	Sugaree, Catfish John, That's What Love Will Make You Do, Mississippi Moon, Love In The Afternoon, Run For The Roses	Tangled Up In Blue, Tore Up Over You, I'll Take A Melody, The Night They Drove Old Dixie Down-> Deal, E: Rhapsody In Red		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	671
05/30/83	Hartford Agora	Hartford	CT	How Sweet It Is To Be Loved By You, They Love Each Other, Mission In The Rain, Mystery Train, Gomorrah, Run For The Roses	Rhapsody In Red, I'll Take A Melody, Simple Twist Of Fate, The Harder They Come, Tangled Up In Blue, Midnight Moonlight		Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	672
05/31/83	Roseland Ballroom	NYC	NY	Rhapsody In Red, They Love Each Other, That's What Love Will Make You Do, Valerie, How Sweet It Is To Be Loved By You, Run For The Roses, The Harder They Come, Mission In The Rain, Mississippi Moon			Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	673
06/01/83	Roseland Ballroom	NYC	NY	I'll Take A Melody, The Harder They Come, They Love Each Other, Gomorrah, Run For The Roses, Rhapsody In Red, Don't Let Go, Russian Lullaby, Dear Prudence-> Deal, How Sweet It Is To Be Loved By You			Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	674
06/03/83	Capitol Theater	Passaic	NJ	Cats Under The Stars, They Love Each Other, Knockin' On Heaven's Door, Second That Emotion, Valerie, Run For The Roses, Deal, E: Midnight Moonlight			Early show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	675
06/03/83	Capitol Theater	Passaic	NJ	Cats Under The Stars, Simple Twist Of Fate, Love In The Afternoon, Rhapsody In Red	The Harder They Come, Gomorrah, Run For The Roses, Dear Prudence, Tangled Up In Blue, E: How Sweet It Is To Be Loved By You		Late show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	676
06/04/83	The Chance	Poughkeepsie	NY	Cats Under The Stars, Catfish John, Second That Emotion, That's What Love Will Make You Do, Mississippi Moon, Tangled Up In Blue, E: How Sweet It Is To Be Loved By You			Early show. Rick Danko acoustic opened. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	677
06/04/83	The Chance	Poughkeepsie	NY	Rhapsody In Red, The Harder They Come, Sugaree, Cats Under The Stars, Mission In The Rain, Gomorrah, Run For The Roses, Deal, E: Midnight Moonlight			Late show. Rick Danko acoustic opened. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	678
06/05/83	Tower Theatre	Upper Darby	PA	Cats Under The Stars, They Love Each Other, Let It Rock, Love Another Man, Second That Emotion, Simple Twist Of Fate, Run For The Roses, E: Rhapsody In Red			Early show. Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	679
06/05/83	Tower Theatre	Upper Darby	PA	How Sweet It Is To Be Loved By You, I'll Take A Melody, Cats Under The Stars, Gomorrah, The Harder They Come, Dear Prudence, Tangled Up In Blue, E: Midnight Moonlight			Late show. Last show this configuration: Jerry Garcia, Greg Errico, John Kahn, Melvin Seals, DeeDee Dickerson, Jaclyn LaBranch.	2/1/96 0:00:00	680
07/20/83	Keystone Palo Alto	Palo Alto	CA	Cats Under The Stars, Catfish John, That's What Love Will Make You Do, Mississippi Moon, Run For The Roses	Mission In The Rain, Love In The Afternoon, Dear Prudence-> Tangled Up In Blue		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	681
07/21/83	The Stone	San Francisco	CA	How Sweet It Is To Be Loved By You, They Love Each Other, Let It Rock-> Run For The Roses, Simple Twist Of Fate, Deal	Cats Under The Stars, Mission In The Rain, Love In The Afternoon, Gomorrah, Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	682
07/22/83	The Stone	San Francisco	CA	Sugaree, Catfish John, Second That Emotion, Valerie-> Run For The Roses	Cats Under The Stars, Gomorrah, The Harder They Come, Dear Prudence-> Midnight Moonlight		Jerry Garcia, DeeDee Dickerson, John Kahn, David Kemper, Jaclyn LaBranch, Melvin Seals	2/1/96 0:00:00	683
